nama_kabupaten_kota,jumlah_produksi,persentase
KOTA BEKASI,41445.700000000004,1.6429165251880158
KOTA BOGOR,11395.5,0.45172008827888144
KOTA DEPOK,6142.5,0.24349003047282072
KOTA BANDUNG,29.699999999999996,0.001177314433055397
